,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Status_3s_L6m,Years_on_ER_for_SP,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,Time_since_most_recent_outstandi
8600,0,1,8,2,11,5,8,1,32,2,2
8601,117,0,0,99,0,0,2,0,263,9,99
8602,61,0,0,99,0,0,3,0,27,9,99
8603,46,0,0,99,0,0,5,0,125,9,99
8604,135,0,0,99,0,0,0,0,260,9,99
8605,95,1,6,71,2,2,1,1,107,9,71
8606,113,0,0,99,0,0,8,0,21,9,99
8607,75,0,0,99,0,0,7,0,344,9,99
8608,72,0,0,99,0,0,6,0,70,4,99
8609,137,0,0,99,24,0,5,0,146,9,99
8610,0,0,0,99,0,0,0,0,1,1,99
8611,168,2,42,41,86,0,3,2,103,9,41
8612,102,0,0,99,1,0,0,0,18,9,99
8613,119,0,0,99,0,0,9,0,150,6,99
8614,116,0,0,99,2,1,3,0,293,7,99
8615,65,0,0,99,0,0,3,0,54,6,99
8616,64,0,0,99,0,0,5,0,138,9,99
8617,137,0,0,99,0,0,7,0,744,9,99
8618,113,0,0,99,51,0,0,0,65,9,99
8619,161,0,0,99,17,0,1,0,305,9,99
8620,0,0,0,99,10,0,0,0,80,3,99
8621,28,0,0,99,0,0,5,0,1,3,99
8622,118,0,0,99,0,0,0,0,367,9,99
8623,111,0,0,99,17,3,5,0,67,7,99
8624,0,0,0,99,0,0,1,0,1,2,99
8625,100,0,0,99,166,0,7,0,102,9,99
8626,108,1,36,44,60,2,3,1,22,4,44
8627,0,0,0,99,0,0,3,0,158,7,99
8628,169,0,0,99,0,0,2,0,78,6,99
8629,83,0,0,99,0,0,20,0,146,9,99
8630,17,0,0,99,0,0,23,0,360,9,99
8631,98,0,0,99,17,0,0,0,7,3,99
8632,78,0,0,99,4,0,5,0,18,5,99
8633,77,0,0,99,0,0,12,0,132,7,99
8634,0,0,0,99,0,0,18,0,34,1,99
8635,0,1,61,23,0,0,0,1,14,1,23
8636,84,0,0,99,0,0,8,0,9,7,99
8637,0,0,0,99,0,0,0,0,0,0,99
8638,24,0,0,99,0,0,9,0,202,8,99
8639,92,0,0,99,2,0,0,0,241,6,99
8640,223,0,0,99,0,0,2,0,848,9,99
8641,246,0,0,99,10,0,1,0,406,9,99
8642,154,0,0,99,98,0,2,0,322,9,99
8643,0,0,0,99,0,0,0,0,9,4,99
8644,193,0,0,99,7,0,27,0,101,8,99
8645,147,0,0,99,6,1,4,0,90,4,99
8646,79,0,0,99,0,0,1,0,5,3,99
8647,52,0,0,99,163,0,8,0,109,2,99
8648,105,0,0,99,94,0,0,0,142,5,99
8649,71,0,0,99,0,0,13,0,192,7,99
8650,0,0,0,99,68,0,1,0,79,2,99
8651,0,0,0,99,0,0,3,0,11,5,99
8652,145,0,0,99,0,0,15,0,14,9,99
8653,0,0,0,99,0,0,12,0,12,4,99
8654,0,0,0,99,0,0,24,0,115,5,99
8655,0,0,0,99,0,0,17,0,18,2,99
8656,349,0,0,99,0,0,0,0,356,9,99
8657,999,0,0,99,0,0,5,0,574,9,99
8658,144,0,0,99,0,0,2,0,185,9,99
8659,0,0,0,99,0,0,16,0,1,1,99
8660,0,0,0,99,5,0,8,0,21,3,99
8661,68,0,0,99,0,0,3,0,177,4,99
8662,69,2,22,14,10,4,26,0,244,8,99
8663,55,0,0,99,1,0,0,0,154,9,99
8664,0,0,0,99,0,0,4,0,32,5,99
8665,7,0,0,99,0,0,25,0,143,9,99
8666,0,0,0,99,0,0,0,0,49,8,99
8667,614,0,0,99,0,0,11,0,735,9,99
8668,0,0,0,99,7,0,0,0,10,1,99
8669,0,0,0,99,0,0,20,0,16,2,99
8670,131,0,0,99,0,0,23,0,34,8,99
8671,0,0,0,99,5,0,3,0,127,4,99
8672,0,0,0,99,5,0,7,0,197,5,99
8673,0,0,0,99,0,0,1,0,226,9,99
8674,0,0,0,99,0,0,27,0,656,9,99
8675,82,0,0,99,0,0,15,0,100,8,99
8676,12,0,0,99,0,0,25,0,94,8,99
8677,122,0,0,99,0,0,0,0,397,7,99
8678,0,0,0,99,5,0,3,0,159,9,99
8679,0,0,0,99,6,8,0,0,137,9,99
8680,209,1,110,27,153,2,0,1,3,5,27
8681,63,1,10,71,0,0,6,1,264,7,71
8682,61,0,0,99,3,0,5,0,15,4,99
8683,0,0,0,99,0,0,3,0,422,9,99
8684,90,0,0,99,0,0,1,0,115,5,99
8685,0,0,0,99,0,0,24,0,1,8,99
8686,0,0,0,99,17,0,0,0,236,4,99
8687,22,0,0,99,0,0,5,0,203,9,99
8688,45,0,0,99,0,0,8,0,149,8,99
8689,0,0,0,99,0,0,7,0,95,6,99
8690,155,0,0,99,0,0,1,0,109,6,99
8691,0,0,0,99,44,0,13,0,84,4,99
8692,82,0,0,99,25,0,7,0,6,4,99
8693,0,4,999,63,256,0,7,3,58,3,65
8694,62,0,0,99,0,0,5,0,190,6,99
8695,0,0,0,99,0,0,8,0,30,2,99
8696,0,1,2,56,18,0,21,0,526,3,99
8697,33,0,0,99,0,0,6,0,296,6,99
8698,73,1,3,1,5,0,25,1,55,9,1
8699,160,0,0,99,0,0,6,0,163,9,99
8700,97,0,0,99,32,0,8,0,1,3,99
8701,0,0,0,99,0,0,3,0,154,5,99
8702,0,0,0,99,0,0,12,0,452,9,99
8703,119,0,0,99,0,0,1,0,128,9,99
8704,29,0,0,99,0,0,5,0,112,3,99
8705,0,0,0,99,0,0,18,0,26,7,99
8706,79,0,0,99,0,0,0,0,73,9,99
8707,79,0,0,99,0,0,0,0,184,9,99
8708,0,0,0,99,0,0,0,0,79,4,99
8709,743,0,0,99,0,0,17,0,851,9,99
8710,116,0,0,99,0,0,3,0,16,4,99
8711,64,0,0,99,0,0,2,0,111,8,99
8712,61,0,0,99,0,0,16,0,111,9,99
8713,81,0,0,99,4,4,0,0,105,7,99
8714,28,0,0,99,0,0,21,0,489,9,99
8715,0,0,0,99,31,0,7,0,358,7,99
8716,158,0,0,99,0,0,0,0,365,7,99
8717,99,0,0,99,0,0,0,0,30,5,99
8718,51,0,0,99,0,0,7,0,65,2,99
8719,0,0,0,99,45,0,17,0,286,9,99
8720,40,0,0,99,0,0,4,0,33,6,99
8721,91,1,13,15,44,0,6,1,29,5,15
8722,0,0,0,99,0,0,4,0,69,4,99
8723,34,0,0,99,0,0,13,0,73,9,99
8724,0,0,0,99,10,3,10,0,130,4,99
8725,43,1,18,44,38,0,7,1,61,4,44
8726,0,0,0,99,0,0,0,0,107,4,99
8727,0,0,0,99,9,0,0,0,4,4,99
8728,99,0,0,99,0,0,0,0,39,5,99
8729,0,0,0,99,0,0,0,0,97,1,99
8730,67,0,0,99,0,0,15,0,21,9,99
8731,176,0,0,99,6,1,0,0,135,9,99
8732,0,0,0,99,21,0,0,0,187,5,99
8733,134,0,0,99,0,0,10,0,53,9,99
8734,135,0,0,99,0,0,3,0,626,9,99
8735,108,0,0,99,311,0,7,0,108,9,99
8736,0,0,0,99,0,0,23,0,16,1,99
8737,252,1,2,51,45,1,11,0,147,8,99
8738,55,0,0,99,0,0,0,0,5,9,99
8739,146,0,0,99,0,0,1,0,301,7,99
8740,84,0,0,99,0,0,4,0,342,9,99
8741,63,0,0,99,0,0,13,0,234,8,99
8742,0,0,0,99,0,0,0,0,26,4,99
8743,0,0,0,99,0,0,13,0,89,8,99
8744,0,0,0,99,0,0,0,0,22,1,99
8745,0,0,0,99,0,0,28,0,98,5,99
8746,240,0,0,99,0,0,15,0,281,9,99
8747,100,0,0,99,0,0,2,0,143,9,99
8748,97,0,0,99,61,0,6,0,28,3,99
8749,35,0,0,99,0,0,11,0,199,9,99
8750,117,0,0,99,0,0,3,0,126,9,99
8751,0,0,0,99,0,0,4,0,165,2,99
8752,153,0,0,99,43,0,7,0,25,7,99
8753,173,0,0,99,9,0,1,0,715,9,99
8754,0,0,0,99,0,0,0,0,163,8,99
8755,0,1,4,60,4,0,1,0,173,4,99
8756,0,0,0,99,0,0,9,0,93,9,99
8757,422,0,0,99,0,0,5,0,648,9,99
8758,146,0,0,99,0,0,11,0,126,7,99
8759,247,0,0,99,0,0,2,0,356,9,99
8760,66,0,0,99,0,0,4,0,75,7,99
8761,0,0,0,99,17,0,1,0,1,2,99
8762,104,0,0,99,0,0,6,0,415,9,99
8763,61,0,0,99,0,0,9,0,137,7,99
8764,30,0,0,99,0,0,12,0,1,2,99
8765,52,0,0,99,0,0,1,0,18,3,99
8766,0,0,0,99,0,0,2,0,145,5,99
8767,0,0,0,99,0,0,4,0,23,6,99
8768,35,0,0,99,0,0,3,0,1,3,99
8769,0,0,0,99,0,0,20,0,0,0,99
8770,0,0,0,99,38,0,2,0,337,9,99
8771,0,0,0,99,0,0,5,0,173,3,99
8772,0,0,0,99,0,0,27,0,61,6,99
8773,181,0,0,99,0,0,5,0,268,9,99
8774,79,0,0,99,0,0,17,0,9,7,99
8775,0,0,0,99,0,0,0,0,13,3,99
8776,29,0,0,99,0,0,7,0,97,7,99
8777,80,0,0,99,15,0,18,0,66,8,99
8778,0,0,0,99,0,0,5,0,248,9,99
8779,0,0,0,99,0,0,5,0,44,8,99
8780,33,0,0,99,0,0,0,0,36,3,99
8781,173,0,0,99,0,0,0,0,47,7,99
8782,111,0,0,99,0,0,4,0,458,9,99
8783,44,0,0,99,0,0,26,0,96,9,99
8784,153,0,0,99,3,7,2,0,169,8,99
8785,15,0,0,99,16,0,14,0,146,9,99
8786,37,0,0,99,0,0,1,0,5,9,99
8787,30,0,0,99,0,0,22,0,38,4,99
8788,0,0,0,99,0,0,16,0,110,6,99
8789,135,2,38,15,74,1,1,2,28,8,15
8790,104,0,0,99,15,9,9,0,160,9,99
8791,0,0,0,99,3,0,3,0,16,2,99
8792,121,1,5,14,0,0,8,1,92,5,14
8793,0,4,46,14,33,0,5,4,40,3,14
8794,95,0,0,99,0,1,5,0,244,9,99
8795,300,0,0,99,7,1,0,0,9,6,99
8796,277,0,0,99,0,0,1,0,156,5,99
8797,0,0,0,99,27,7,0,0,117,3,99
8798,68,0,0,99,0,0,1,0,153,6,99
8799,61,0,0,99,0,0,0,0,204,9,99
8800,78,0,0,99,39,0,8,0,81,3,99
8801,0,1,27,44,192,2,4,0,169,9,99
8802,155,0,0,99,0,0,2,0,300,7,99
8803,0,0,0,99,16,0,0,0,381,4,99
8804,0,0,0,99,0,0,1,0,392,8,99
8805,0,0,0,99,2,0,1,0,27,9,99
8806,88,0,0,99,0,0,2,0,249,5,99
8807,94,0,0,99,46,0,10,0,58,6,99
8808,0,0,0,99,0,0,0,0,24,1,99
8809,0,1,3,2,3,0,1,1,124,7,2
8810,73,0,0,99,0,0,25,0,47,9,99
8811,0,0,0,99,0,0,0,0,0,0,99
8812,0,0,0,99,0,0,0,0,86,3,99
8813,0,0,0,99,0,0,13,0,1,2,99
8814,0,0,0,99,0,0,0,0,0,0,99
8815,0,0,0,99,0,0,10,0,120,2,99
8816,0,0,0,99,0,0,0,0,0,0,99
8817,0,0,0,99,0,0,0,0,0,0,99
8818,0,0,0,99,0,0,0,0,0,0,99
8819,158,0,0,99,0,0,0,0,2,2,99
8820,0,0,0,99,0,0,0,0,121,5,99
8821,0,0,0,99,0,0,0,0,266,4,99
8822,0,0,0,99,0,0,4,0,53,6,99
8823,0,0,0,99,0,0,5,0,0,0,99
8824,56,0,0,99,0,0,26,0,64,4,99
8825,0,0,0,99,0,0,20,0,59,6,99
8826,85,0,0,99,11,2,10,0,69,6,99
8827,74,0,0,99,0,0,1,0,71,7,99
8828,120,0,0,99,35,0,20,0,132,2,99
8829,62,0,0,99,0,1,0,0,218,9,99
8830,182,0,0,99,37,0,3,0,7,4,99
8831,0,0,0,99,0,0,10,0,90,9,99
8832,0,0,0,99,0,0,0,0,3,3,99
8833,57,0,0,99,0,0,2,0,93,7,99
8834,0,0,0,99,2,0,13,0,432,4,99
8835,0,0,0,99,10,0,6,0,138,1,99
8836,0,2,64,6,64,0,17,2,1,3,6
8837,0,0,0,99,0,0,0,0,42,4,99
8838,0,0,0,99,0,0,1,0,10,4,99
8839,0,0,0,99,155,0,5,0,22,2,99
8840,0,0,0,99,33,3,0,0,1,3,99
8841,18,2,37,23,220,0,4,2,9,4,23
8842,0,1,4,16,12,0,0,1,0,0,16
8843,0,0,0,99,22,0,6,0,0,0,99
8844,0,0,0,99,2,0,9,0,0,0,99
8845,0,0,0,99,0,0,1,0,2,2,99
8846,0,2,6,13,43,0,6,2,70,5,13
8847,0,0,0,99,4,4,1,0,19,7,99
8848,0,0,0,99,38,0,0,0,30,2,99
8849,0,0,0,99,5,0,0,0,1,1,99
8850,0,0,0,99,0,0,3,0,0,0,99
8851,96,0,0,99,0,2,0,0,179,4,99
8852,0,0,0,99,12,0,0,0,0,0,99
8853,77,0,0,99,0,0,3,0,394,9,99
8854,0,0,0,99,20,0,3,0,85,2,99
8855,103,0,0,99,0,0,1,0,328,9,99
8856,0,0,0,99,0,0,0,0,999,9,99
8857,98,3,17,23,79,0,11,3,16,5,23
8858,0,0,0,99,105,0,9,0,78,2,99
8859,0,1,999,36,135,0,9,0,34,9,99
8860,87,0,0,99,70,9,8,0,241,9,99
8861,0,0,0,99,21,0,4,0,213,9,99
8862,125,2,114,11,39,6,15,2,54,9,11
8863,119,1,15,50,8,3,4,1,216,7,50
8864,76,0,0,99,26,0,13,0,9,8,99
8865,131,0,0,99,0,0,6,0,15,4,99
8866,141,0,0,99,0,0,15,0,234,7,99
8867,125,1,50,2,183,0,0,1,163,5,2
8868,108,0,0,99,35,0,4,0,67,5,99
8869,0,2,158,50,29,0,13,2,12,3,50
8870,0,0,0,99,0,0,23,0,9,7,99
8871,77,1,35,2,14,2,5,1,6,2,2
8872,122,0,0,99,0,0,18,0,258,9,99
8873,0,1,2,27,101,0,0,1,65,3,27
8874,158,0,0,99,0,0,4,0,369,9,99
8875,155,0,0,99,0,0,3,0,77,6,99
8876,0,0,0,99,0,0,3,0,18,6,99
8877,0,1,11,42,5,0,11,1,11,3,42
8878,99,0,0,99,0,0,1,0,87,7,99
8879,142,0,0,99,5,0,3,0,47,8,99
8880,0,1,2,48,2,0,2,1,119,9,48
8881,99,0,0,99,0,0,0,0,95,9,99
8882,71,0,0,99,0,0,12,0,0,1,99
8883,109,0,0,99,0,0,11,0,461,9,99
8884,0,0,0,99,7,0,15,0,64,2,99
8885,40,0,0,99,0,0,18,0,350,9,99
8886,99,1,4,12,8,0,0,0,168,5,99
8887,0,1,3,30,0,0,2,1,137,2,30
8888,109,1,10,67,8,2,24,1,90,3,67
8889,0,0,0,99,26,0,11,0,72,7,99
8890,112,0,0,99,5,0,26,0,651,9,99
8891,96,0,0,99,7,1,0,0,22,3,99
8892,89,0,0,99,41,0,9,0,283,9,99
8893,131,0,0,99,0,0,2,0,346,8,99
8894,74,0,0,99,0,0,12,0,71,8,99
8895,0,1,4,26,0,0,15,0,23,2,99
8896,0,0,0,99,0,0,2,0,220,7,99
8897,0,0,0,99,0,0,3,0,206,7,99
8898,73,0,0,99,69,0,0,0,123,9,99
8899,49,3,17,13,16,0,26,2,0,1,13
8900,98,0,0,99,0,1,1,0,710,9,99
8901,0,0,0,99,0,0,3,0,292,9,99
8902,0,0,0,99,0,0,27,0,61,7,99
8903,0,0,0,99,0,0,2,0,172,9,99
8904,0,0,0,99,0,0,2,0,179,4,99
8905,36,0,0,99,0,0,0,0,1,4,99
8906,0,0,0,99,0,0,24,0,20,1,99
8907,163,0,0,99,0,0,3,0,196,7,99
8908,51,0,0,99,0,0,10,0,19,5,99
8909,96,0,0,99,1,0,2,0,339,9,99
8910,0,0,0,99,0,0,18,0,12,4,99
8911,83,0,0,99,0,0,10,0,118,3,99
8912,101,0,0,99,0,0,3,0,326,9,99
8913,0,0,0,99,0,0,0,0,54,3,99
8914,63,0,0,99,0,0,7,0,2,4,99
8915,0,0,0,99,24,0,6,0,6,3,99
8916,191,1,18,2,26,8,0,1,86,8,2
8917,164,0,0,99,0,0,0,0,870,9,99
8918,118,1,62,56,0,0,6,0,258,9,99
8919,0,0,0,99,11,0,12,0,62,4,99
8920,190,0,0,99,0,0,1,0,389,9,99
8921,363,0,0,99,52,0,8,0,79,9,99
8922,0,1,3,46,10,2,11,0,20,7,99
8923,0,0,0,99,0,0,33,0,78,9,99
8924,90,0,0,99,4,0,12,0,422,7,99
8925,87,2,152,40,94,0,6,2,187,9,40
8926,0,0,0,99,11,0,24,0,22,1,99
8927,77,1,8,12,15,0,5,0,198,3,99
8928,49,0,0,99,0,0,12,0,5,6,99
8929,0,0,0,99,1,1,0,0,46,9,99
8930,36,0,0,99,0,0,22,0,4,5,99
8931,83,0,0,99,57,0,2,0,147,4,99
8932,109,0,0,99,0,0,3,0,113,9,99
8933,95,0,0,99,0,0,5,0,330,9,99
8934,66,0,0,99,0,0,0,0,611,9,99
8935,162,0,0,99,1,0,1,0,227,9,99
8936,159,0,0,99,0,0,5,0,119,8,99
8937,92,0,0,99,0,0,5,0,61,9,99
8938,0,0,0,99,0,0,0,0,20,6,99
8939,174,0,0,99,27,0,0,0,27,9,99
8940,329,0,0,99,4,0,1,0,238,9,99
8941,0,0,0,99,0,0,4,0,19,5,99
8942,105,0,0,99,0,0,5,0,97,9,99
8943,54,2,8,34,0,0,27,1,67,5,46
8944,123,0,0,99,0,0,10,0,145,9,99
8945,0,0,0,99,0,0,11,0,56,6,99
8946,96,0,0,99,0,0,5,0,144,4,99
8947,11,0,0,99,8,0,26,0,301,7,99
8948,31,0,0,99,0,3,0,0,262,8,99
8949,0,0,0,99,218,0,0,0,52,2,99
8950,0,0,0,99,0,0,0,0,11,2,99
8951,177,2,44,39,102,0,7,0,251,5,99
8952,16,0,0,99,0,0,11,0,52,9,99
8953,0,1,4,7,156,2,18,0,48,8,99
8954,80,1,1,67,16,0,2,1,117,6,67
8955,0,0,0,99,0,0,1,0,82,3,99
8956,103,0,0,99,0,0,9,0,202,9,99
8957,0,0,0,99,0,0,2,0,56,4,99
8958,222,0,0,99,0,0,2,0,271,9,99
8959,148,0,0,99,0,0,0,0,8,3,99
8960,134,1,6,69,12,0,5,0,13,9,99
8961,0,0,0,99,0,0,1,0,331,8,99
8962,122,0,0,99,0,0,7,0,172,9,99
8963,122,0,0,99,0,0,0,0,15,4,99
8964,207,0,0,99,0,0,0,0,20,4,99
8965,296,0,0,99,73,0,1,0,5,6,99
8966,265,0,0,99,2,2,14,0,255,9,99
8967,78,0,0,99,6,0,0,0,3,3,99
8968,0,0,0,99,0,0,2,0,9,3,99
8969,192,0,0,99,0,0,1,0,105,8,99
8970,89,0,0,99,0,0,0,0,91,2,99
8971,0,0,0,99,0,0,2,0,137,3,99
8972,0,0,0,99,0,0,1,0,242,9,99
8973,240,0,0,99,1,0,1,0,999,9,99
8974,125,5,34,25,185,0,0,1,1,2,45
8975,119,0,0,99,0,0,0,0,222,9,99
8976,61,0,0,99,0,0,6,0,20,9,99
8977,0,0,0,99,0,0,28,0,87,4,99
8978,72,1,5,45,37,1,5,1,51,7,45
8979,66,0,0,99,0,0,18,0,116,9,99
8980,41,0,0,99,0,0,0,0,319,8,99
8981,0,0,0,99,18,0,0,0,78,4,99
8982,0,0,0,99,0,0,2,0,34,2,99
8983,84,0,0,99,76,1,6,0,56,4,99
8984,0,0,0,99,7,0,1,0,64,3,99
8985,74,0,0,99,0,0,9,0,47,3,99
8986,0,0,0,99,0,0,7,0,202,9,99
8987,141,0,0,99,122,0,1,0,108,5,99
8988,0,0,0,99,2,0,16,0,141,5,99
8989,19,0,0,99,47,1,15,0,64,4,99
8990,0,0,0,99,0,0,19,0,459,9,99
8991,0,0,0,99,13,0,26,0,59,5,99
8992,186,0,0,99,60,0,5,0,1,3,99
8993,83,0,0,99,0,0,5,0,64,6,99
8994,0,1,4,12,90,0,6,1,32,2,12
8995,0,0,0,99,0,0,0,0,185,5,99
8996,0,1,1,72,0,0,20,1,1,1,72
8997,29,0,0,99,439,0,3,0,0,1,99
8998,0,0,0,99,0,0,3,0,44,1,99
8999,42,0,0,99,0,0,7,0,202,9,99
9000,0,0,0,99,0,0,1,0,77,5,99
9001,1,0,0,99,114,9,0,0,104,9,99
9002,102,0,0,99,0,0,0,0,368,7,99
9003,68,0,0,99,0,0,10,0,103,7,99
9004,21,0,0,99,0,0,9,0,67,7,99
9005,0,0,0,99,0,0,4,0,190,4,99
9006,739,0,0,99,0,0,0,0,281,6,99
9007,0,0,0,99,0,0,5,0,300,9,99
9008,0,0,0,99,0,0,1,0,433,9,99
9009,66,2,198,68,168,0,7,2,51,6,68
9010,0,0,0,99,0,0,12,0,410,7,99
9011,0,2,8,12,4,3,0,1,21,3,12
9012,67,1,4,56,17,0,8,1,133,6,56
9013,0,1,3,34,1,0,1,1,8,5,34
9014,0,0,0,99,0,0,20,0,146,3,99
9015,0,0,0,99,0,0,7,0,98,6,99
9016,0,0,0,99,0,0,7,0,492,9,99
9017,63,0,0,99,0,0,21,0,290,9,99
9018,80,0,0,99,0,0,5,0,34,5,99
9019,0,0,0,99,9,0,4,0,271,8,99
9020,137,0,0,99,0,0,6,0,395,9,99
9021,0,0,0,99,0,0,0,0,167,3,99
9022,84,0,0,99,0,0,3,0,315,9,99
9023,0,0,0,99,0,0,2,0,370,6,99
9024,163,0,0,99,0,0,4,0,120,9,99
9025,49,0,0,99,0,0,1,0,110,8,99
9026,54,0,0,99,0,0,0,0,1,3,99
9027,88,0,0,99,0,0,9,0,362,9,99
9028,189,0,0,99,0,0,2,0,71,7,99
9029,127,0,0,99,0,0,2,0,1,2,99
9030,47,0,0,99,0,0,6,0,31,4,99
9031,0,0,0,99,0,0,6,0,173,9,99
9032,0,0,0,99,0,0,0,0,248,7,99
9033,401,0,0,99,0,0,5,0,76,7,99
9034,3,0,0,99,0,0,26,0,48,5,99
9035,151,0,0,99,0,0,3,0,36,9,99
9036,0,0,0,99,0,0,2,0,69,8,99
9037,182,0,0,99,0,0,21,0,241,8,99
9038,103,0,0,99,0,0,13,0,116,7,99
9039,0,0,0,99,0,0,4,0,118,3,99
9040,115,0,0,99,0,0,15,0,139,9,99
9041,0,0,0,99,0,0,11,0,304,9,99
9042,0,0,0,99,0,0,4,0,486,9,99
9043,0,0,0,99,0,0,9,0,94,8,99
9044,105,1,7,13,291,0,12,0,7,4,99
9045,0,0,0,99,0,0,0,0,34,4,99
9046,44,0,0,99,0,0,10,0,29,9,99
9047,14,0,0,99,0,0,16,0,56,9,99
9048,129,0,0,99,0,0,0,0,271,5,99
9049,0,0,0,99,0,0,10,0,170,9,99
9050,136,0,0,99,251,0,8,0,123,9,99
9051,0,0,0,99,0,1,24,0,181,5,99
9052,127,0,0,99,0,1,5,0,154,9,99
9053,166,0,0,99,0,0,18,0,104,8,99
9054,0,0,0,99,0,0,0,0,520,3,99
9055,105,0,0,99,0,0,11,0,213,9,99
9056,109,0,0,99,26,0,1,0,42,5,99
9057,87,0,0,99,7,0,0,0,58,5,99
9058,129,2,6,8,3,0,7,1,9,3,8
9059,215,0,0,99,4,3,6,0,234,9,99
9060,260,0,0,99,0,0,1,0,134,5,99
9061,95,0,0,99,0,0,14,0,359,9,99
9062,164,0,0,99,0,0,2,0,176,9,99
9063,76,0,0,99,1,0,1,0,86,9,99
9064,0,0,0,99,0,0,15,0,348,6,99
9065,58,0,0,99,0,0,5,0,177,7,99
9066,0,0,0,99,0,0,3,0,354,9,99
9067,120,0,0,99,0,0,1,0,424,9,99
9068,44,0,0,99,0,0,5,0,154,9,99
9069,115,0,0,99,107,0,0,0,104,5,99
9070,26,0,0,99,0,0,8,0,82,5,99
9071,193,0,0,99,14,0,22,0,16,4,99
9072,208,0,0,99,0,0,0,0,60,8,99
9073,39,0,0,99,0,0,4,0,28,5,99
9074,0,0,0,99,0,0,0,0,0,0,99
9075,0,0,0,99,0,0,0,0,22,2,99
9076,0,0,0,99,0,0,0,0,6,1,99
9077,0,0,0,99,0,0,0,0,87,3,99
9078,0,0,0,99,0,0,0,0,105,9,99
9079,0,0,0,99,0,0,0,0,230,2,99
9080,56,0,0,99,0,0,3,0,98,4,99
9081,152,0,0,99,0,0,1,0,155,4,99
9082,65,0,0,99,25,3,2,0,257,7,99
9083,37,1,3,70,66,0,24,0,5,4,99
9084,175,0,0,99,0,1,0,0,488,9,99
9085,0,0,0,99,0,0,1,0,44,4,99
9086,0,2,27,32,73,0,0,2,1,2,32
9087,0,0,0,99,7,0,9,0,268,5,99
9088,0,0,0,99,13,0,0,0,4,3,99
9089,0,0,0,99,0,7,0,0,35,5,99
9090,0,1,3,19,18,6,10,1,50,5,19
9091,0,2,73,6,58,0,0,2,1,2,6
9092,0,0,0,99,0,2,0,0,38,6,99
9093,0,0,0,99,2,0,3,0,72,4,99
9094,183,0,0,99,167,0,0,0,44,4,99
9095,0,0,0,99,0,0,0,0,22,2,99
9096,0,0,0,99,89,0,13,0,87,5,99
9097,72,0,0,99,30,0,0,0,257,8,99
9098,0,0,0,99,0,0,3,0,388,5,99
9099,114,0,0,99,0,0,0,0,171,5,99
9100,89,0,0,99,97,0,5,0,123,9,99
9101,0,0,0,99,29,0,9,0,3,2,99
9102,0,0,0,99,0,0,1,0,1,2,99
9103,0,0,0,99,0,0,10,0,1,3,99
9104,195,0,0,99,0,0,9,0,160,9,99
9105,8,0,0,99,0,0,16,0,8,7,99
9106,158,0,0,99,0,0,23,0,38,6,99
9107,124,0,0,99,1,0,0,0,150,9,99
9108,0,0,0,99,3,3,0,0,17,7,99
9109,143,1,3,13,6,4,3,1,78,9,13
9110,40,0,0,99,0,0,2,0,94,8,99
9111,0,3,69,33,0,0,7,3,166,2,33
9112,202,2,13,5,10,0,0,2,1,3,5
9113,170,0,0,99,0,0,0,0,242,9,99
9114,78,0,0,99,0,0,5,0,82,9,99
9115,331,0,0,99,0,0,0,0,12,4,99
9116,110,0,0,99,0,0,1,0,264,9,99
9117,109,0,0,99,0,0,0,0,476,9,99
9118,0,0,0,99,4,0,7,0,92,3,99
9119,101,0,0,99,0,0,4,0,283,9,99
9120,0,0,0,99,34,0,9,0,47,4,99
9121,111,2,47,55,104,1,9,1,31,9,68
9122,0,0,0,99,0,0,1,0,135,5,99
9123,242,0,0,99,32,0,2,0,258,9,99
9124,0,0,0,99,0,0,28,0,55,4,99
9125,282,0,0,99,172,0,2,0,311,9,99
9126,107,0,0,99,0,0,4,0,692,9,99
9127,0,0,0,99,69,0,4,0,16,5,99
9128,0,0,0,99,8,0,2,0,250,8,99
9129,115,0,0,99,0,0,0,0,20,4,99
9130,0,0,0,99,0,0,0,0,310,9,99
9131,184,0,0,99,0,0,2,0,469,9,99
9132,178,0,0,99,0,0,4,0,209,9,99
9133,150,1,92,69,27,1,7,1,36,4,69
9134,222,0,0,99,0,0,0,0,294,7,99
9135,0,0,0,99,0,0,0,0,18,1,99
9136,445,0,0,99,0,0,1,0,190,7,99
9137,476,0,0,99,0,0,0,0,338,5,99
9138,0,0,0,99,0,0,0,0,107,1,99
9139,146,0,0,99,0,0,1,0,190,9,99
9140,255,0,0,99,0,0,1,0,402,9,99
9141,108,0,0,99,0,0,0,0,86,7,99
9142,139,0,0,99,0,0,0,0,83,6,99
9143,82,0,0,99,0,0,9,0,12,8,99
9144,755,0,0,99,0,0,5,0,278,9,99
9145,0,0,0,99,0,0,6,0,247,8,99
9146,77,0,0,99,59,1,9,0,1,3,99
9147,119,0,0,99,40,9,0,0,364,9,99
9148,68,0,0,99,46,3,1,0,107,7,99
9149,0,0,0,99,4,1,3,0,71,3,99
9150,0,0,0,99,0,0,1,0,232,9,99
9151,0,0,0,99,39,0,0,0,35,4,99
9152,0,0,0,99,0,0,3,0,18,5,99
9153,30,0,0,99,13,0,18,0,367,9,99
